SITEID,Lat,Lon
'482730314',27.42698,-97.29869
'483030001',33.59085,-101.84759
'483390078',30.3503,-95.42513
'483611100',30.19417,-93.86694
'483750005',35.21002,-101.83238
'484393006',32.69306,-97.24861
'530050002',46.21835,-119.20415
'530070010',47.59886,-120.6647
'530470009',48.36451,-120.12111
'530630047',47.69978,-117.42635
'540550002',37.26744,-81.23568
'540890001',37.77318,-80.70647
'560330001',44.79716,-106.94985
'BRET1',29.1189,-89.2066
'CHIC1',41.7514,-87.7135
'GRSM9',35.6334,-83.9417
'HILL1',34.4289,-112.9628
'HOUS1',29.6698,-95.1285
'RUBI1',33.9996,-117.4161
'SPOK1',47.9045,-117.8609
'WARI1',38.9519,-118.8146
'IA',40.7167,-91.95
'IL',40.1,-88.3667
'IN',39.7333,-86.2833
'KS',39.9667,-95.55
'KY',37.1833,-86.1
'MI',42.25,-83.2
'MN1',43.6333,-96.2167
'MN2',44.05,-91.6333
'MO',38.8,-92.95
'OH1',39.9667,-81.2833
'OH2',39.3167,-82.1
'OH3',39.15,-84.5167
'OK1',35.8,-94.6167
'WI',43.4833,-88.5333
'010690002',31.22879,-85.37549
'022320001',59.45315,-135.32125
'040139990',33.39166,-111.92639
'050350004',35.14759,-90.17648
'051430004',36.04583,-94.16918
'060170011',38.94498,-119.97061
'090012124',41.06315,-73.52846
'090031018',41.76093,-72.67037
'090098003',41.27788,-72.96399
'121130014',30.4082,-86.88996
'160010021',43.64305,-116.26572
'160150002',44.1045,-115.97239
'160170005',48.2675,-116.57222
'160190011',43.4647,-112.04645
'160270005',43.5625,-116.56361
'160290003',42.6613,-111.59144
'160490002',45.93127,-116.11625
'160690012',46.40835,-116.99253
'170310014',41.83428,-87.62385
'171132002',40.51531,-88.99591
'172010010',42.26724,-89.08955
'190330019',43.16163,-93.20854
'190330020',43.15856,-93.20301
'190630003',43.39746,-94.81749
'191770005',40.6892,-91.99462
'210590014',37.74116,-87.11805
'240030019',39.10111,-76.72944
'240330002',39.02,-76.82778
'270530964',44.88855,-93.19538
'290210010',39.7553,-94.84581
'290470026',39.14865,-94.56524
'290950041',39.1093,-94.44106
'290970003',37.19829,-94.31725
'291250001',38.27408,-91.70161
'291290001',40.56,-93.41833
'300630012',46.88121,-113.88568
'310550051',41.38611,-96.11613
'310790003',40.92501,-98.33978
'320030560',36.15858,-115.11167
'330090008',44.08395,-72.00953
'330111010',42.70203,-71.44451
'350019013',34.9031,-106.7
'360556001',43.16106,-77.60329
'370250004',35.50708,-80.61785
'390350066',41.46283,-81.58012
'400179001',35.61304,-97.99325
'400719003',36.66278,-97.07444
'401339006',35.12972,-96.49056
'410292129',42.33155,-122.88027
'410671003',45.51829,-122.96705
'421010014',40.04962,-75.24082
'450150005',33.19698,-79.97677
'450750002',33.52988,-80.86684
'460930001',44.15564,-103.31576
'461030013',44.08349,-103.2696
'517600020',37.5107,-77.49804
'530110022',45.8639,-122.41089
'530251002',47.1303,-119.2737
'530272002',46.97228,-123.83173
'530330017',47.49022,-121.77278
'530330023',47.1411,-121.9379
'530330037',47.61311,-122.20161
'540690008',40.0639,-80.72031
'720810001',18.26051,-66.85407
'AMBL1',67.09934,-157.8628
'BRLA1',41.3662,-106.2418
'LASU1',40.6883,-91.9883
'ZION1',37.4591,-113.2243
'020680003',63.7232,-148.9676
'021100027',58.36551,-134.5165
'050310001',35.83869,-90.70872
'050510002',34.51037,-93.05435
'050690006',34.19093,-92.05853
'050890001',36.08424,-92.58683
'050910004',33.42762,-94.04102
'051390005',33.21446,-92.65423
'060250003',32.97838,-115.53416
'060490001',41.48322,-120.54023
'080670008',37.26768,-107.87459
'080770003',39.0916,-108.56378
'090010113',41.18371,-73.18984
'090099005',41.34111,-72.92139
'120571075',28.0503,-82.37787
'160050006',42.92556,-112.47889
'160150001',43.82291,-115.8395
'160170004',48.27063,-116.56772
'160190010',43.49936,-112.01497
'160550006',47.68232,-116.76553
'160550014',47.7216,-116.92615
'160570005',46.72182,-116.96018
'160690009',46.41778,-117.01861
'160830010',42.56401,-114.44707
'160850001',44.89921,-116.09487
'180190005',38.2709,-85.74024
'200910008',38.90362,-94.7069
'211010006',37.86504,-87.55751
'220330002',30.49186,-91.15011
'220790001',31.28963,-92.48097
'250270020',42.26732,-71.79841
'270376018',44.74997,-92.88799
'271230872',44.93107,-93.15625
'290950037',39.03778,-94.5875
'290952002',39.09531,-94.57802
'291895001',38.76616,-90.28593
'330130003',43.20591,-71.53757
'330150006',43.07759,-70.75366
'340130016',40.72222,-74.14694
'360070009',42.10881,-75.87991
'360271004',41.69486,-73.91441
'360470052',40.64182,-74.01871
'360470076',40.67195,-73.97782
'360552002',43.15844,-77.5643
'360590012',40.78909,-73.63648
'360590013',40.76078,-73.4906
'360652001',43.09892,-75.22506
'360670019',43.04823,-76.16479
'360670020',43.02014,-76.16075
'360810096',40.77039,-73.82841
'360930003',42.79901,-73.9389
'370650003',35.95349,-77.78553
'371270002',35.95024,-77.78346
'371390002',36.2296,-76.29382
'371830015',35.79002,-78.61972
'390350013',41.48404,-81.6736
'390810016',40.36285,-80.61535
'400310648',34.62872,-98.42567
'401090038',35.49034,-97.48698
'401179007',36.33806,-96.79361
'401190614',36.10727,-97.05948
'401430131',36.11982,-95.85777
'410391061',44.05374,-122.93897
'410470040',44.94323,-123.006
'410470110',45.26608,-122.83282
'410510244',45.535,-122.69889
'410610117',45.31922,-118.09867
'420030131',40.28944,-80.005
'450790018',33.98225,-81.04023
'461030019',44.0874,-103.27427
'471130004',35.60972,-88.81556
'480290052',29.63206,-98.56494
'480290053',29.58774,-98.31251
'480290060',29.42218,-98.50538
'480391003',29.01084,-95.39774
'480550062',29.88828,-97.87806
'480850005',33.1324,-96.78642
'481410002',31.75765,-106.48292
'481410038',31.7338,-106.3721
'481410045',31.84667,-106.58833
'481410057',31.6675,-106.288
'481410058',31.89391,-106.42583
'481670053',29.39,-94.91944
'481671005',29.50389,-95.10444
'482010051',29.62389,-95.47417
'482010062',29.62556,-95.26722
'483091002',31.52056,-97.20056
'484393010',32.7392,-97.47033
'484790016',27.51745,-99.51522
'490110001',40.88639,-111.88222
'490450002',40.59778,-112.46667
'515500012',36.80404,-76.27216
'516800014',37.35681,-79.17502
'530330027',47.79482,-122.13068
'530350008',47.7356,-122.556
'530410008',46.40163,-122.95556
'530530031',47.2656,-122.3858
'530531018',47.14,-122.3003
'530590002',45.69443,-121.88322
'550090026',44.53098,-87.90799
'550090028',44.41556,-87.98833
'550250025',43.08194,-89.37679
'550290004',45.2384,-86.994
'550310025',46.73022,-92.07991
'550550008',43.18388,-88.99428
'550790050',43.09778,-88.00778
'550790051',43.03444,-88.04317
'550890008',43.343,-87.92
'551050024',42.50908,-89.06281
'551330034',43.00722,-88.22972
'551390011',44.07526,-88.52984
'551410016',44.38247,-89.81929
'020200044',61.18108,-149.81739
'021700004',61.53251,-150.25223
'040139992',33.47611,-112.19972
'040217001',33.08009,-111.74
'051430003',36.05202,-94.1627
'060170012',38.81161,-120.03308
'060850004',37.33967,-121.88858
'121031008',28.0003,-82.77621
'160010017',43.5776,-116.17816
'160830006',42.14557,-115.0145
'180891016',41.60031,-87.33476
'180896000',41.64136,-87.48753
'181570007',40.42559,-86.87945
'191130036',41.97028,-91.62018
'191692530',42.04138,-93.61411
'240330001',38.93972,-76.935
'250052004',41.62871,-70.92615
'250053001',41.70038,-71.15116
'250170008',42.64759,-71.31145
'250171102',42.41357,-71.48278
'250210007',42.27482,-71.03199
'250272004',42.59509,-71.78869
'260070005',45.07307,-83.43553
'260550003',44.75389,-85.59202
'300490025',46.95462,-112.68258
'310270001',42.625,-97.25033
'310310001',42.95833,-101.62543
'310490001',41.09332,-102.47158
'320050008',39.04324,-119.95018
'320312002',39.25041,-119.95674
'330111007',42.75814,-71.46562
'330135001',43.32646,-72.07758
'360810094',40.77798,-73.84318
'370810009',36.07583,-79.79444
'371290009',34.23718,-77.91007
'400390852',35.51602,-98.96729
'410030013',44.5884,-123.2673
'410330107',42.43194,-123.34583
'410370003',42.22016,-120.43329
'410619103',45.26167,-118.04111
'421010052',39.93139,-75.16222
'440070020',41.81177,-71.40589
'440070023',41.91288,-71.67201
'461030017',44.06555,-103.27004
'470650032',35.17618,-85.25329
'481130020',32.69235,-96.79278
'481410010',31.89972,-106.4125
'483550020',27.80694,-97.45417
'500030005',42.88008,-73.184
'500230005',44.19728,-72.50288
'530010003',47.12,-118.3819
'530110020',45.58678,-122.40287
'530150015',46.13944,-122.96194
'530330021',47.52343,-122.32401
'530450004',47.22765,-123.11583
'530570014',48.43149,-122.31488
'530639000',47.71546,-117.0427
'530650004',48.54472,-117.90361
'530650009',48.27981,-117.71438
'530710005',46.05881,-118.35147
'530750003',46.72447,-117.18014
'ARE528',39.9231,-77.3078
'BVL530',40.0514,-88.3719
'CDZ571',36.7854,-87.8504
'CTH510',42.4011,-76.6536
'LIV573',38.5347,-86.2608
'MKG513',41.425,-80.1447
'QAK272',39.9431,-81.3378
'QAK572',39.9431,-81.3378
'SIK570',32.058,-92.4334
'011030010',34.63096,-87.05277
'011250003',33.21706,-87.53889
'021100026',58.35887,-134.51043
'021300008',55.35104,-131.65002
'050010010',34.51982,-91.55846
'050030004',33.13321,-91.96125
'050690005',34.2201,-92.00097
'051390004',33.21402,-92.66877
'060379002',34.68999,-118.13285
'060590001',33.82135,-117.91427
'080010001',39.82759,-104.93767
'080070002',37.26643,-107.01273
'080310013',39.73858,-104.93993
'080350003',39.51967,-104.76716
'120992003',26.4548,-80.09671
'131211001',33.6165,-84.43743
'160170001',48.27417,-116.55083
'201770012',39.0325,-95.70137
'211111041',38.23158,-85.82678
'220290002',31.56822,-91.45845
'240338001',38.85167,-76.93278
'245100052',39.27455,-76.5433
'270353202',46.16467,-94.35938
'270412110',45.96822,-95.60559
'270475401',43.65024,-93.3666
'270611105',47.2367,-93.52641
'270674110',45.11227,-95.04036
'271035109',44.18376,-94.03982
'290910003',37.00007,-91.68931
'300290039',48.41163,-114.33819
'330110019',43.00064,-71.46757
'330150009',43.07814,-70.76228
'350019004',34.90311,-106.70058
'350439001',35.61003,-106.34836
'350439003',35.50642,-106.72281
'350499002',35.8928,-106.0228
'360610010',40.73955,-73.98569
'370350005',35.59569,-81.40175
'370811005',35.95556,-79.99889
'380350004',47.9186,-97.08231
'380890002',46.88,-102.78833
'380910001',47.5997,-97.89901
'390932003',41.46865,-82.15959
'391130014',39.76367,-84.19188
'410170113',44.06234,-121.32281
'420410100',40.25222,-77.14047
'440071005',41.87843,-71.37839
'450190046',32.94102,-79.65719
'450630005',33.7856,-81.11978
'450910006',34.93582,-81.22841
'482010075',29.75278,-95.35028
'482011037',29.75111,-95.36139
'483150050',32.74292,-94.30352
'484390063',32.74167,-97.46889
'484391003',32.75972,-97.32806
'490353003',40.51806,-112.02222
'510591004',38.86817,-77.14276
'530090009',48.11697,-123.46456
'530310003',48.12919,-122.77897
'530330033',47.38343,-122.23345
'530410006',46.71788,-122.96958
'530750004',46.87822,-117.36518
'551050002',42.50113,-89.03372
'560131004',42.83274,-108.73956
'GAVMCAAB1EST',51.66667,-110.2
'LOPE1',40.4449,-111.7081
'SIK270',32.06,-92.4334
'040139991',33.47661,-112.1086
'050010001',34.49926,-91.5743
'050030003',33.1304,-91.96208
'051190003',34.73342,-92.24126
'060830010',34.42139,-119.70208
'060831007',34.94803,-120.43544
'080310017',39.74034,-104.99104
'170314006',42.02781,-87.90534
'171610003',41.51198,-90.5143
'250132007',42.10065,-72.5912
'270530960',44.95941,-93.25689
'270757608',47.29631,-91.26433
'270854301',44.89079,-94.36748
'271112012',46.5869,-95.58421
'271630301',44.99163,-92.82243
'330012003',43.57285,-71.41841
'350131006',32.31898,-106.77167
'360470011',40.73277,-73.94722
'360590011',40.78527,-73.64416
'360810097',40.75527,-73.75861
'371190040',35.13959,-80.84729
'371550004',34.62517,-78.98781
'401250054',35.34813,-96.90336
'420030097',40.55312,-80.20311
'421010027',40.01067,-75.15157
'450290002',33.00787,-80.96504
'461030015',44.1361,-103.29768
'470090005',35.77,-83.93889
'483390089',30.35389,-95.42167
'490570001',41.21917,-111.97278
'530630001',47.41645,-117.52997
'540390009',38.34843,-81.62679
'550090025',44.41555,-87.99427
'SALM1',45.1588,-114.026
'060531002',36.69718,-121.63356
'060631008',39.79157,-120.47271
'060710014',34.5125,-117.33088
'100031011',39.67583,-75.74889
'131270004',31.18089,-81.50462
'170311701',41.81698,-87.81978
'171170002',39.39608,-89.80974
'210930005',37.71506,-85.87191
'271230021',44.96555,-93.05684
'271230873',44.94497,-93.01216
'290950036',38.85615,-94.55079
'300290043',48.22822,-114.27682
'340130011',40.72667,-74.14374
'360050073',40.81149,-73.90958
'360590005',40.74316,-73.58549
'371190034',35.24875,-80.76618
'400190294',34.17898,-97.11835
'410470109',45.21167,-122.79583
'410610006',45.32708,-118.07911
'461030014',44.06944,-103.275
'480290034',29.41551,-98.48502
'481410043',31.65222,-106.29111
'530330004',47.61427,-122.20123
'530770012',46.58513,-120.52868
'GAVMCAON1EGB',44.2,-79.8
'GAVMCAON1TOR',43.63333,-79.5
'ARCH1',38.7833,-109.5833
'DOLA1',35.6987,-118.2021
'GRCA1',36.0658,-112.1539
'ISRO1',47.9167,-89.15
'JEFF1',37.6167,-79.4833
'JOTR1',34.0695,-116.3889
'LYND1',48.9533,-122.5586
'SAAN1',32.6869,-106.4844
'SCOV1',43.65,-113.0333
'SOLA1',38.9333,-119.9667
'STPE1',40.445,-106.74
'VOYA1',48.4132,-92.8303
'YELL1',44.5654,-110.4003
